original_row_id,location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,ethnicity,Patients with AMD,split_stage,x_lpa,x_sdi,x_sev
131,Taiwan (Province of China),8,Late,3,Male,1,1999,80,84,30,0.0666666666666666,0.0455420034042648,Asian ancestry,0.9011447462124182,Late-wet,24.67685308601169,0.745338399,47.76344584857674
132,Taiwan (Province of China),8,Late,3,Female,2,1999,80,84,21,0.0,0.0,Asian ancestry,0.01,Late-wet,33.25530514837849,0.745338399,32.724432592605
133,Taiwan (Province of China),8,Late,3,Male,1,1999,85,95,21,0.1904761904761904,0.0856890867468987,Asian ancestry,1.6459460699875157,Late-wet,24.67685308601169,0.745338399,47.76344584857674
134,Taiwan (Province of China),8,Late,3,Female,2,1999,85,95,6,0.1666666666666666,0.1521451548625461,Asian ancestry,0.3717889008141356,Late-wet,33.25530514837849,0.745338399,32.724432592605
143,Singapore,69,Late,3,Male,1,2004,40,49,379,0.0,0.0,Asian ancestry,0.01,Late-wet,20.39409298727271,0.789852774,28.35132578550017
144,Singapore,69,Late,3,Female,2,2004,40,49,433,0.0,0.0,Asian ancestry,0.01,Late-wet,26.66544072970788,0.789852774,18.218933994272373
145,Singapore,69,Late,3,Male,1,2004,50,59,429,0.0023310023310023,0.0023282839600122,Asian ancestry,0.4626647109457849,Late-wet,20.39409298727271,0.789852774,28.35132578550017
146,Singapore,69,Late,3,Female,2,2004,50,59,525,0.0019047619047619,0.0019029469811437,Asian ancestry,0.4216373704913055,Late-wet,26.66544072970788,0.789852774,18.218933994272373
147,Singapore,69,Late,3,Male,1,2004,60,69,375,0.0053333333333333,0.0037611660918351,Asian ancestry,0.9658367606864662,Late-wet,20.39409298727271,0.789852774,28.35132578550017
148,Singapore,69,Late,3,Female,2,2004,60,69,402,0.0024875621890547,0.0024844662797169,Asian ancestry,0.4412354998490415,Late-wet,26.66544072970788,0.789852774,18.218933994272373
149,Singapore,69,Late,3,Male,1,2004,70,80,387,0.0335917312661498,0.0091588517577898,Asian ancestry,6.143840858046157,Late-wet,20.39409298727271,0.789852774,28.35132578550017
150,Singapore,69,Late,3,Female,2,2004,70,80,335,0.0149253731343283,0.0066248303546016,Asian ancestry,2.15480363184185,Late-wet,26.66544072970788,0.789852774,18.218933994272373
157,Sri Lanka,17,Late,3,Both,3,2006,50,95,1013,0.016781836130306,0.0040358959570474,Asian ancestry,7.131475509362483,Late-wet,7.451016316433471,0.611807083,23.78544481887872
158,India,163,Late,3,Both,3,2005,60,64,1763,0.0068065796937039,0.0019581918000241,Asian ancestry,5.641076515962063,Late-wet,14.3324627927011,0.425913062,31.66797298270027
159,India,163,Late,3,Both,3,2005,65,69,1207,0.0115990057995029,0.0030819340036662,Asian ancestry,6.42375573660069,Late-wet,14.3324627927011,0.425913062,31.66797298270027
160,India,163,Late,3,Both,3,2005,70,74,760,0.0144736842105263,0.0043322834437177,Asian ancestry,4.996896391232038,Late-wet,14.3324627927011,0.425913062,31.66797298270027
